"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
VinhLong,13/01/2017,294110,10431,22404,08020,36525,73995,25643,13225,84983,90141,63408,29291,1425,5708,7323,0776,222,69
VinhLong,06/01/2017,125427,59533,88217,19685,35164,58027,20492,15122,34423,65439,28961,27335,9370,1575,6466,9113,774,95
VinhLong,30/12/2016,559830,01395,20776,76528,77457,99082,90563,31427,27921,99951,39686,77761,7299,3594,3006,6344,753,34
VinhLong,23/12/2016,815227,42702,51340,99303,50926,62064,58065,47585,06772,10182,79703,66419,4558,7726,0331,4284,585,77
VinhLong,16/12/2016,789365,43027,07152,78884,00209,56916,07932,37193,85307,44944,80440,90548,5825,3015,1352,4094,686,54
VinhLong,09/12/2016,236488,73765,40015,51196,19113,09271,89136,93475,16239,81386,73893,33066,5212,2509,8565,7774,588,07
VinhLong,02/12/2016,080869,44101,85269,42080,36406,94199,41760,69470,67746,73924,99491,59472,6439,4167,3395,2575,097,19
VinhLong,25/11/2016,157241,25903,88193,27355,88550,87984,05101,15927,98435,12575,57318,92953,2786,2115,4397,4442,963,68
VinhLong,18/11/2016,616459,88574,14863,85676,95582,13236,95894,91541,75318,76039,43257,14241,5248,4077,5571,0905,230,25
VinhLong,11/11/2016,273889,98786,86147,09299,64249,33766,07724,73592,81715,00714,17007,38626,0836,4147,5842,0939,675,44
VinhLong,04/11/2016,180186,44143,08074,19311,76784,87785,68884,82725,05816,66065,76793,33695,9383,2860,7501,4123,559,10
VinhLong,28/10/2016,910330,97571,99171,46964,84132,89129,66435,24255,32567,27114,78126,10979,0850,8952,1164,7348,467,56
VinhLong,21/10/2016,719598,16180,04390,39583,53164,09661,37294,59953,55118,48874,12476,71455,5789,4020,6842,9487,159,55
VinhLong,14/10/2016,511085,64386,04320,69605,36825,96760,80823,47030,47127,06364,59926,44632,7487,8249,0264,7676,469,94
VinhLong,07/10/2016,846910,29469,87578,51132,15146,87114,09521,31348,17928,01111,93082,01810,1481,4003,8210,5691,274,80
VinhLong,30/09/2016,726410,08674,58851,19966,72872,46520,03877,20839,50194,03070,03934,71395,9923,9017,7950,7826,096,99
VinhLong,23/09/2016,167261,16993,10846,74650,25692,13228,60715,57423,53598,45775,69886,98517,0671,6172,3015,7748,595,92
VinhLong,16/09/2016,345878,87343,06543,66491,62127,82522,56430,95610,52141,45463,32045,93947,3246,0823,2535,2405,635,76
VinhLong,09/09/2016,659825,96705,08624,57315,78808,29930,35935,50495,73973,53559,84540,17357,1348,8875,3129,4802,045,18
VinhLong,02/09/2016,559903,31413,38951,04911,72940,77744,60201,45617,60296,89341,21629,47020,2324,2362,0863,2860,187,52
VinhLong,26/08/2016,197653,91680,11504,65674,33196,99145,48734,13128,98179,61025,83501,02453,3275,2979,6159,2707,633,22
VinhLong,19/08/2016,296368,21084,14339,77909,11260,06422,30038,27422,81012,02367,20242,82719,9799,5864,7097,3713,403,11
VinhLong,12/08/2016,009520,87518,75036,13400,38425,09919,69360,57454,55355,10002,25162,05483,7341,0363,3729,7844,725,85
VinhLong,05/08/2016,081841,81433,56745,14844,14527,62951,48417,71720,36327,57821,55845,77607,3466,4688,0035,0149,277,63
VinhLong,29/07/2016,655397,60233,41691,42408,30018,67583,03935,75867,27251,80450,43599,56986,2008,6024,6949,7191,483,76
VinhLong,22/07/2016,811156,74062,94239,18745,99166,39698,22139,73625,03133,02806,00733,18837,3997,2857,4436,5662,343,00
VinhLong,15/07/2016,652197,63200,36333,50037,56924,10625,52763,55033,67753,01685,65707,56860,2905,6463,5966,5134,978,13
VinhLong,08/07/2016,266214,10705,69556,12386,19482,93583,11869,93234,72740,86220,07526,30537,2891,5789,9651,3098,385,60
VinhLong,01/07/2016,678520,71094,90200,37121,64493,45466,79301,52038,87272,35520,59307,94251,4493,5017,8780,4166,976,70
VinhLong,24/06/2016,539266,15071,03632,72414,72696,61103,62508,02223,65539,61729,09945,52644,9629,3583,8534,8241,298,37
VinhLong,17/06/2016,198260,08201,58849,10108,84374,15008,61849,33866,39378,10781,84351,39733,7505,4169,5193,9176,283,25
VinhLong,10/06/2016,303903,16357,48236,67909,05997,26134,12321,77386,52005,31710,71146,80307,2784,9041,2935,1969,996,69
VinhLong,03/06/2016,318037,19767,78478,71097,89755,53830,86103,56293,44574,19429,08882,47769,9606,2937,4359,8122,739,13
