"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
TayNinh,2016/08/18,281224,48138,72518,89178,40846,52330,93620,40292,11222,42172,04843,51799,8694,4768,2893,6368,617,37
TayNinh,2016/08/11,367047,58203,93647,72909,10712,43150,02969,21866,85253,11768,27230,93717,9525,3053,9928,0176,322,52
TayNinh,2016/08/04,868949,72965,49010,55463,60819,31809,69978,96247,54523,39863,37661,07222,7650,6190,6125,4974,637,73
TayNinh,2016/07/28,241909,50632,51156,37519,86952,70353,78498,50322,75981,76322,63103,67253,3631,7843,5946,7921,996,13
TayNinh,2016/07/21,455375,78258,16514,29211,14702,37077,05124,72226,21511,43003,77493,81026,4299,2719,6398,6242,456,29
TayNinh,2016/07/14,261673,87272,30145,08252,42291,43265,18655,96542,29303,55160,38473,36921,7901,7579,5385,6959,286,65
TayNinh,2016/07/07,895794,51667,83937,13612,62126,23435,19797,35786,07697,39088,60864,27829,6581,2709,9684,3717,620,93
TayNinh,2016/06/30,707252,27282,44053,25492,16610,96145,74145,45440,95754,57641,98162,54100,4043,6131,4815,3581,381,82
TayNinh,2016/06/23,417840,01443,81677,07235,14938,31281,12499,14794,35720,19192,23742,39116,4930,7418,0768,8626,535,04
TayNinh,2016/06/16,035278,64020,32098,22418,53893,83824,36826,39462,21369,76020,32359,42614,2821,6711,1779,7081,045,64
TayNinh,2016/06/09,052253,24436,35778,58223,92277,57515,84239,64412,55318,33718,53098,51887,5074,3566,8161,1954,125,04
TayNinh,2016/06/02,754706,35789,94842,50115,66213,79613,96898,31955,31462,09904,04952,64988,6884,8384,2157,2033,839,49
TayNinh,2016/05/26,841693,55924,36985,92841,90536,53373,05450,49314,39589,30998,03338,62443,6377,9238,7739,1866,323,87
TayNinh,2016/05/19,541410,06530,27186,12111,68822,90532,69821,01378,25879,72945,46934,07716,6853,9250,0686,1902,973,94
TayNinh,2016/05/12,003540,20910,60817,07478,01695,52902,11208,06805,72855,50195,76013,34128,0237,3557,6776,9773,612,84
TayNinh,2016/05/05,102864,27700,76288,58567,07904,58983,73847,36944,41596,43569,25130,60166,6483,3608,2395,4820,357,68
TayNinh,2016/04/28,238925,72061,85266,63773,61679,61745,52158,77931,35351,88354,76652,92526,8735,4829,0662,7468,145,88
TayNinh,2016/04/21,055367,68830,79962,91397,80140,61441,64059,39721,78698,38085,81586,37326,8066,4288,0943,1690,444,18
TayNinh,2016/04/14,974023,00485,97543,61697,66778,50948,29162,22052,86197,73221,53914,52191,7793,7640,2505,9524,699,14
TayNinh,2016/03/31,377909,72812,49944,71022,86048,29113,76985,80417,71611,47652,69725,87897,7712,9539,3040,6957,645,48
TayNinh,2016/03/24,319312,36357,80403,72985,13360,47373,31309,61692,06447,91036,67130,61716,2091,6322,3407,7576,884,85
TayNinh,2016/03/17,730904,06784,40596,25218,82615,17581,38785,40695,89030,32914,79894,11931,1941,6874,9410,7132,256,81
TayNinh,2016/03/10,712951,67730,01490,31282,44341,92503,28224,02567,03773,04879,46542,37870,5945,3976,4813,3439,277,72
TayNinh,2016/03/03,780625,69725,10757,72468,71946,87411,76134,25348,19838,17473,01920,09959,3979,7866,9167,8402,039,70
TayNinh,2016/02/25,485840,57684,04652,91039,14334,63229,16033,00929,94381,11185,33274,97236,2107,8838,0763,7283,361,63
TayNinh,2016/02/18,133661,45670,86761,41008,03835,99083,20469,04622,33324,00165,25797,15254,7988,0411,8217,8806,022,88
TayNinh,2016/02/11,448778,61449,05841,14203,02828,43536,32777,08135,63943,54011,99772,63834,2340,1186,6133,5053,848,14
