"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
NinhThuan,2015/05/29,11185,27468,09109,36577,83775,77174,45565,72710,32475,51606,44291,16880,2403,9167,1182,0534,885,01
NinhThuan,2015/05/22,17918,01426,28102,53216,00627,16308,34685,48116,53597,71893,55826,49037,5595,2578,1783,5488,713,05
NinhThuan,2015/05/15,29942,54373,26236,66719,67306,25757,23889,30590,13385,88243,44524,35028,7497,9314,1538,0394,854,19
NinhThuan,2015/05/08,68037,92437,84629,21271,97763,96775,59924,91827,01718,97808,00050,41245,8149,4325,1689,5846,044,15
NinhThuan,2015/05/01,30548,83136,46175,59169,49483,50322,22937,27665,83903,87005,16511,91564,8718,5712,9259,9940,509,37
NinhThuan,2015/04/24,28622,97553,61257,44806,01527,80562,35132,87347,86589,62652,84204,22526,9196,7941,9402,8438,051,34
NinhThuan,2015/04/17,60334,24735,37723,64905,21527,56329,82181,21442,03435,87293,39083,76412,1005,4068,9146,5016,820,10
NinhThuan,2015/04/10,30015,86456,06619,59607,30202,64806,30070,48218,16243,55052,19048,00358,2581,7480,7096,7506,704,07
NinhThuan,2015/04/03,20845,15644,09846,23294,36345,48832,62604,84265,12540,29217,20086,23394,3182,0340,6261,5303,497,03
NinhThuan,2015/03/27,61993,08416,36784,03643,55178,33592,18437,50169,79923,33392,65236,51052,6370,8475,3724,9693,486,02
NinhThuan,2015/03/20,94730,52213,94602,04434,07866,18690,75378,44774,28934,77287,42793,20910,5727,3227,7004,2714,756,42
NinhThuan,2015/03/13,41124,36020,86362,69570,06116,47472,25983,49878,73653,77903,81529,66421,7425,1173,9269,3415,946,54
NinhThuan,2015/03/06,94115,68130,42887,32872,65048,34369,08101,58768,29134,11741,88815,71409,4080,1569,3768,8944,535,74
NinhThuan,2015/02/27,72111,55508,48266,31838,93467,14151,18598,45051,69209,67971,68702,29957,8498,2833,3597,4716,184,36
NinhThuan,2015/02/20,29543,51705,88867,07194,55720,79554,12650,34398,53970,30531,71734,07500,8190,0862,1118,8940,100,30
NinhThuan,2015/02/13,99308,38625,56987,24867,82392,85554,78913,97510,98702,66195,70329,36130,0606,8076,5065,4408,271,08
NinhThuan,2015/02/06,49608,75568,69161,53237,94620,68049,02941,92623,99409,49899,80713,68104,9735,6358,5406,4991,908,49
NinhThuan,2015/01/30,74831,98485,28488,34561,95543,53810,94747,05626,77888,03963,96771,76879,3928,3103,4374,9844,598,68
NinhThuan,2015/01/23,07122,49125,81128,19542,51556,19955,19539,62349,22456,61249,00640,86895,8027,5276,7935,5144,330,53
NinhThuan,2015/01/16,10916,64846,87690,03975,10151,70238,73129,83058,19711,73263,72761,63985,8058,7424,4314,1556,414,82
NinhThuan,2015/01/09,48968,17686,14728,23558,76559,01983,18722,14458,51327,18915,21828,50787,7991,9612,3865,4486,977,29
NinhThuan,2015/01/02,10503,07140,50371,96745,22589,45203,40686,51021,04794,55857,96623,33954,8892,9436,2846,2134,676,39
NinhThuan,2014/12/26,99596,39710,03936,22546,78866,61108,47832,69237,44501,76487,52029,45596,4348,9804,3523,9294,844,88
NinhThuan,2014/12/19,06086,39666,80136,47568,78560,69669,31540,73554,94974,98394,41054,19038,5943,2731,7511,0872,747,77
NinhThuan,2014/12/12,51372,94888,55882,47551,27043,27257,08669,63023,00306,77543,18840,15953,3770,7590,0365,0145,083,72
NinhThuan,2014/12/05,69986,02166,48145,92218,03939,86073,33117,70528,46545,40003,02288,92503,1834,6126,1587,0108,408,66
NinhThuan,2014/11/28,98015,24074,89097,45168,59582,53570,58600,04638,67058,62676,72632,10045,4002,8330,1307,0460,026,57
NinhThuan,2014/11/21,15863,98401,39872,17589,71989,84021,71359,01343,15604,06349,00996,77673,0626,2325,1585,8048,133,31
NinhThuan,2014/11/14,64547,93990,56446,25636,77074,75564,01130,49710,94586,34412,54883,81727,6878,1400,1185,5994,435,11
NinhThuan,2014/11/07,28613,20496,93370,47060,95706,15909,86990,13970,42131,41352,57526,82874,0709,9822,4585,0896,874,87
NinhThuan,2014/10/31,18682,25171,73914,20733,04895,62033,25979,06026,39233,66324,72821,61394,6345,0023,8109,5882,325,11
NinhThuan,2014/10/24,97436,86276,98217,16759,42772,85717,06610,68061,24179,27617,35573,40614,1425,9376,8375,4806,024,97
NinhThuan,2014/10/17,54808,60827,63046,90162,97875,40700,65271,74316,83013,47391,36945,49118,8000,9103,8641,3723,921,90
NinhThuan,2014/10/10,19165,16539,40662,11529,96086,93579,63140,66085,55910,84035,87317,26235,4679,4708,9586,5695,841,25
NinhThuan,2014/10/03,44282,99224,85800,30597,31654,65601,95774,10242,01172,30506,83093,81848,3409,6711,3693,4214,157,87
NinhThuan,2014/09/26,27149,08849,83254,71354,29774,57802,35853,45420,45134,22361,76177,24868,0872,9749,4249,2312,590,73
NinhThuan,2014/09/19,42138,11851,41208,77358,26795,43285,28323,86088,84659,61695,56779,12120,1743,6520,5998,0971,028,70
NinhThuan,2014/09/12,11782,61612,77498,59691,31280,87465,85762,80633,78763,75094,19960,47200,5210,0302,2477,4060,233,82
NinhThuan,2014/09/05,99559,56007,03230,42867,94771,28772,01691,92210,07699,86050,65462,14477,9610,0340,2515,5926,861,08
NinhThuan,2014/08/29,19434,76722,67012,09973,09213,84937,47227,00337,54809,38578,51125,71486,0651,9471,5817,8024,749,22
NinhThuan,2014/08/22,44543,86855,23867,24922,58930,92723,63759,13504,77178,31916,87716,48079,8042,2487,8305,7888,383,59
NinhThuan,2014/08/15,90554,53129,75637,42460,56944,87673,42898,25331,08586,37466,48524,91347,8428,5228,5858,2582,230,39
NinhThuan,2014/08/08,06451,86655,71618,94152,74652,78383,17898,49017,74220,10159,99994,90606,5283,0469,5698,0133,177,80
NinhThuan,2014/08/01,05486,75289,26143,48728,80405,86683,48203,58840,23400,83508,84712,39883,2293,0775,1879,1109,320,22
NinhThuan,2014/07/25,46295,77242,09733,24723,43522,71547,98738,11193,22375,69904,06112,81001,3909,9804,1152,4132,140,77
NinhThuan,2014/07/18,88514,86888,60262,96062,17041,48559,46782,99476,75351,98696,12949,09032,9134,2966,2000,0554,322,34
NinhThuan,2014/07/11,91853,64585,81801,55973,79305,13414,61297,94160,26471,26028,21226,78001,6573,1467,8338,5278,998,74
NinhThuan,2014/07/04,43228,68461,79415,54255,02411,00035,80784,31168,99949,77251,57726,50828,5688,6266,9565,3012,894,16
NinhThuan,2014/06/27,50291,58401,90400,49141,40536,90751,19876,24798,08691,89106,40288,33485,0841,0001,8651,3139,950,26
NinhThuan,2014/06/20,65133,38573,56445,28040,34518,50338,39264,80556,56641,17067,65232,96230,2557,0956,4440,4698,577,11
NinhThuan,2014/06/13,28423,71178,69572,82334,04775,40781,58529,05297,67408,32903,14479,98240,0505,6278,2010,2392,486,21
NinhThuan,2014/06/06,18516,99672,91828,38887,15882,63943,40499,46287,10548,13601,28554,20080,9682,3070,5297,9064,950,98
NinhThuan,2014/05/30,44426,26957,29687,36110,82643,33328,35383,84679,80840,02518,51069,53565,6112,8942,9455,6739,637,29
NinhThuan,2014/05/23,73336,74414,06713,49970,98033,99979,80641,94727,89740,78050,41696,76052,8207,2467,3289,2324,752,88
NinhThuan,2014/05/16,36078,91881,95088,40986,47869,74981,96777,95845,59566,70702,10833,18856,6885,5543,3422,1472,026,87
NinhThuan,2014/05/09,09186,13653,73182,46388,49339,46769,02275,28451,31864,38883,38634,42386,1028,6806,2967,6960,003,37
NinhThuan,2014/05/02,74420,21123,77659,14882,56651,73356,18088,91471,93662,92606,10515,06233,0260,9816,3105,3665,835,63
NinhThuan,2014/04/25,19808,09436,32679,40051,65972,80846,77312,93709,93778,19921,26439,15627,7866,8263,8165,8654,538,73
NinhThuan,2014/04/18,35380,04882,78058,06165,48659,21569,84916,82953,70469,57363,21717,44616,8533,0997,7496,3804,504,40
NinhThuan,2014/04/11,94394,97301,78054,25102,20387,33443,76772,27978,58721,03530,37365,06550,3848,2182,9066,7250,596,38
NinhThuan,2014/04/04,47515,03068,47435,95781,90244,81105,71008,27226,42933,41901,04596,43828,2962,1672,7251,5095,045,97
NinhThuan,2014/03/28,15761,37919,22884,10794,25749,11077,10192,13178,42136,90221,52956,42622,1579,6097,4611,6846,244,49
NinhThuan,2014/03/21,61591,17574,46549,85003,77840,56091,40026,30655,18435,60915,98522,31775,9826,7029,3558,7260,038,71
NinhThuan,2014/03/14,36495,42153,45205,05486,98166,67685,33459,13212,77006,35361,95809,99035,1558,6594,2882,3103,618,23
NinhThuan,2014/03/07,98957,82845,32936,50882,85860,99833,26235,33961,93625,03526,43103,20069,8517,3008,0499,9292,224,58
NinhThuan,2014/02/28,56365,18066,56096,21413,79343,50581,20130,51251,42555,00627,15767,66182,3830,4575,6608,1181,037,72
NinhThuan,2014/02/21,36035,15970,07792,59440,76143,16068,54467,89202,15290,82458,37892,38190,5847,7971,3215,7129,119,93
NinhThuan,2014/02/14,57966,79883,75106,83779,24267,73654,07954,64690,03769,55966,36627,83580,7332,9893,9861,3610,664,31
NinhThuan,2014/02/07,79532,49936,63622,68891,52464,70255,85257,42936,32271,28488,22023,57318,4674,4697,7719,1629,063,77
NinhThuan,2014/01/31,14604,92496,52178,05667,61445,84211,98822,01263,76665,02313,62969,03971,8440,2297,5775,3300,328,79
NinhThuan,2014/01/24,31822,77375,49260,84772,22460,37786,27889,97778,96320,50425,11532,66176,3114,5186,4190,9431,715,45
NinhThuan,2014/01/17,00119,87310,25064,55366,16408,66049,57938,33683,73621,21093,15675,80128,2371,1167,0257,0013,670,00
NinhThuan,2014/01/10,81703,44537,87428,88800,67444,71913,47430,26212,86900,12641,61852,64326,0730,5267,4493,1177,897,07
NinhThuan,2014/01/03,21136,32375,35969,96731,38207,80785,06685,49906,27196,90658,79815,64321,4191,2502,8556,4051,773,96
NinhThuan,2013/12/27,23549,75131,47004,56237,25232,39842,71523,38845,45210,14590,79088,35462,4549,7772,1434,3069,819,60
NinhThuan,2013/12/20,35786,29525,66176,16878,81304,19887,78669,58750,95017,33757,07625,55908,2477,7804,9620,5923,969,45
NinhThuan,2013/12/13,44420,35738,70485,42793,15955,52215,49436,02822,31622,04239,66160,43658,2047,0698,6166,5914,116,12
NinhThuan,2013/12/06,57495,61609,33650,24048,83085,50127,70044,43554,04947,53902,99985,86258,7103,2684,9603,5034,714,02
NinhThuan,2013/11/29,14934,65923,67674,74506,86776,47965,44194,47371,77905,37788,22819,47974,9142,8921,4870,4310,582,89
NinhThuan,2013/11/22,05059,55767,94982,43415,09915,27230,24231,24594,61717,00123,32379,69085,4723,6833,4075,7153,656,27
NinhThuan,2013/11/15,38673,99507,33679,32634,29421,54212,21979,07859,69973,57709,77182,12419,5520,8140,2491,2807,573,91
NinhThuan,2013/11/08,01797,18449,85239,92942,60682,81971,20817,48685,91753,57492,15514,69514,2350,9433,6041,4890,924,99
NinhThuan,2013/11/01,11931,68792,92721,92171,14989,28878,48222,26950,02417,65064,81966,96839,1901,1475,3100,4128,813,13
NinhThuan,2013/10/25,87430,87875,70524,14675,44903,34992,95092,13102,34813,30488,42303,36556,9829,5940,6310,3134,760,91
NinhThuan,2013/10/18,34196,42938,30435,63870,06856,51186,29454,74192,03067,27816,26487,38406,9358,5051,0126,4827,255,82
NinhThuan,2013/10/11,96993,52688,42794,92315,79969,93154,86352,04659,61645,27680,05474,85154,2847,7933,1423,8351,884,44
NinhThuan,2013/10/04,84499,92467,46009,97998,82295,27421,91092,98825,30933,20973,96054,67907,3156,0212,1343,0430,853,77
NinhThuan,2013/10/02,58050,85891,26056,92950,16471,98532,67655,49639,21856,41840,57340,18368,4936,8325,3770,1833,531,50
NinhThuan,2013/10/01,58050,85891,26056,92950,16471,98532,67655,49639,21856,41840,57340,18368,4936,8325,3770,1833,531,50
NinhThuan,2013/09/27,58050,85891,26056,92950,16471,98532,67655,49639,21856,41840,57340,18368,4936,8325,3770,1833,531,50
NinhThuan,2013/09/20,75098,45572,70667,13332,21397,37799,95679,99855,31010,81830,67548,70409,3769,4992,6766,1237,941,02
NinhThuan,2013/09/13,96927,43121,62918,39658,02172,22750,78273,94092,84883,10691,84600,74982,6024,8375,6586,6853,214,74
NinhThuan,2013/09/06,75098,01412,75471,46351,91139,36705,83729,69238,09682,52617,14131,15335,7569,4933,7763,3138,519,25
NinhThuan,2013/08/30,09659,17129,51977,88992,22570,15785,67747,40323,36484,83704,19161,16176,5809,4827,4843,1317,217,43
NinhThuan,2013/08/23,33711,81012,86732,77418,20207,37117,80677,70690,71924,47399,02602,12258,9267,8135,6544,2306,954,94
NinhThuan,2013/08/16,46184,38182,99027,83615,68505,36961,14530,52790,25004,39793,33877,13475,9886,6347,4673,4348,141,77
NinhThuan,2013/08/09,97687,94025,96785,46109,87999,58927,45605,19134,63785,60094,90605,56175,1379,3193,7962,1129,825,44
NinhThuan,2013/08/02,50129,86567,24123,67346,95669,68986,11741,49561,87829,20662,86666,74584,5225,8916,2338,8599,401,01
NinhThuan,2013/07/26,89889,99688,85804,49842,01221,92550,22917,96049,91748,96279,41271,86833,3468,9178,8966,7021,838,35
NinhThuan,2013/07/19,12101,87077,94824,43980,07883,93956,25424,76375,12014,50258,78139,54272,6460,8503,7839,1507,461,33
NinhThuan,2013/07/12,54028,01315,52943,91521,74931,75759,46964,65726,60088,39950,35602,80649,1141,8507,2816,2577,682,66
NinhThuan,2013/07/05,25531,10567,95903,54370,37847,71596,58912,27609,41969,66373,76143,52791,1832,6347,0431,8216,616,75
NinhThuan,2013/06/28,56677,83954,58939,29066,07082,55244,09708,57748,95153,36173,94822,76709,8518,8703,0105,0775,842,10
NinhThuan,2013/06/21,54365,07068,74636,67769,20794,70222,70524,03208,46057,61756,86419,96733,6409,7795,9740,3728,199,27
NinhThuan,2013/06/14,59107,47855,71727,40813,62081,43532,70853,18315,17980,63242,75653,87893,9765,8165,6944,9035,252,80
NinhThuan,2013/06/07,91280,87796,03216,56333,09663,75733,01267,27515,96196,78754,94292,39830,1977,6114,0108,3894,429,27
NinhThuan,2013/05/31,41460,59674,19765,22750,62468,11501,70409,43676,69505,87828,98712,12529,8960,0920,8620,3748,891,91
NinhThuan,2013/05/24,74944,90314,50750,82234,01701,55690,98460,98342,79077,69905,45734,48195,7746,2095,5333,4999,264,81
NinhThuan,2013/05/17,43892,74414,79577,15214,62980,32853,96479,35324,49717,18220,94977,71225,9617,4518,5414,9140,915,27
NinhThuan,2013/05/10,87289,06009,29316,86882,42254,84316,53112,85648,18631,38806,27679,23985,8152,6778,8799,5303,805,82
NinhThuan,2013/05/03,91454,12725,57893,14844,12343,79968,85272,77939,09507,45832,73358,86655,2205,7125,9597,0751,977,17
NinhThuan,2013/04/26,98519,78977,41143,30176,29746,35408,68918,82027,39152,60423,66046,11986,0123,9264,9128,3117,375,99
NinhThuan,2013/04/19,76918,96564,90767,77021,18855,37772,13906,51366,57018,91579,07831,73502,4323,8107,9686,2031,204,26
NinhThuan,2013/04/12,24218,46754,22592,34844,00024,69705,88393,04916,11917,97852,23623,77450,2813,7534,4085,9345,269,70
NinhThuan,2013/04/05,15184,82446,69415,07573,43812,43625,06723,04639,77695,30940,10602,03773,9183,9441,1375,6963,174,17
NinhThuan,2013/03/29,20086,87083,75552,79205,44214,43752,17413,67742,69163,83584,17566,27838,2117,3936,5874,9837,940,49
NinhThuan,2013/03/22,73579,93194,28437,93888,30193,42034,87051,34189,28167,00973,14462,31299,8249,5267,7668,4933,115,22
NinhThuan,2013/03/15,61326,96200,78275,01322,30309,72230,56248,70395,90397,82224,54482,56708,9812,3884,0590,3376,633,49
NinhThuan,2013/03/08,93616,37348,36568,34506,81208,66148,20739,73980,04800,00884,99751,63490,7539,1773,1028,5183,635,20
NinhThuan,2013/03/01,05900,08368,11533,06477,00723,37487,36185,30299,62242,78674,96554,18752,9851,9999,5888,8126,002,01
NinhThuan,2013/02/22,53981,82910,74703,17543,04952,89065,19061,38760,48853,81718,34883,82333,4823,5515,3979,8703,957,26
NinhThuan,2013/02/15,51648,12928,82927,56059,45084,01652,58689,21780,91822,95709,42089,77087,2670,7576,0597,2724,496,55
NinhThuan,2013/02/08,40031,36293,79744,01737,38206,00995,42334,37021,39257,93825,99811,90225,9947,7024,2676,2935,911,92
NinhThuan,2013/02/01,94538,43322,91092,11112,75919,94523,80972,59814,86723,87525,40696,83425,5146,6099,5995,7301,883,36
NinhThuan,2013/01/25,03648,29872,81658,91299,77341,73481,20389,68151,38479,09277,66515,99596,4620,5152,9144,3935,814,08
NinhThuan,2013/01/18,96317,00754,60846,45072,59408,02058,22609,89783,23017,34800,18465,72511,5809,4057,0438,0911,808,34
NinhThuan,2013/01/11,62029,09398,41832,06639,33828,81433,53524,91933,79722,15684,07655,42502,9363,8110,9519,5972,395,66
NinhThuan,2013/01/04,74265,84117,76515,91571,19965,91145,88568,37183,63477,56569,14292,20943,6833,2683,3473,8821,655,40
NinhThuan,2012/12/28,18169,67376,72683,64615,00949,71551,03053,41970,29755,27120,21406,50722,0372,7728,4496,1252,782,34
NinhThuan,2012/12/21,04929,66324,52122,25955,73518,63484,62387,20972,03441,48524,31772,87116,7980,9869,2280,8486,717,51
NinhThuan,2012/12/14,24507,07388,88526,31724,77921,89058,20496,36248,01839,79770,99064,37939,0463,6186,1579,7337,365,51
NinhThuan,2012/12/07,34410,86661,41999,38862,25822,08709,73688,33952,87694,25668,56585,36849,2511,6324,7451,0814,829,97
NinhThuan,2012/11/30,61362,94041,47426,35273,72166,75724,06784,44735,55892,82534,47614,63141,4968,5434,6459,7946,438,26
NinhThuan,2012/11/23,67720,23579,93313,88191,74937,53277,08922,20714,34171,18517,07485,46497,6792,3410,7370,5150,583,46
NinhThuan,2012/11/16,12598,67699,31369,73691,95503,05983,51187,88837,66779,37713,91899,11811,2014,6872,2562,6454,071,31
NinhThuan,2012/11/09,60151,24732,33244,97449,64657,13599,68003,22588,74694,94553,11704,56342,9738,2753,5250,0682,818,63
NinhThuan,2012/11/02,10931,65948,77067,06792,43092,70251,68932,11303,03934,06130,49064,60197,4292,6970,5200,4020,172,88
NinhThuan,2012/10/26,11471,59224,56475,96957,41248,71371,55149,70311,95222,88808,26609,91131,6968,5932,5837,2748,635,31
NinhThuan,2012/10/19,06977,75901,18629,90897,05507,08398,34282,91989,63357,26680,87646,34301,5402,5158,5391,1185,296,97
NinhThuan,2012/10/12,08487,31957,61676,17749,77961,24698,71657,18934,98821,97722,71952,27935,4463,8659,6141,9293,866,16
NinhThuan,2012/10/05,51197,35379,99995,65404,16746,65207,55051,91484,93617,66820,89854,40599,4667,5305,8906,0675,877,97
NinhThuan,2012/09/28,18296,26756,34370,39883,87574,00033,73923,94464,95591,59832,26224,45192,6179,6411,4259,9748,816,82
NinhThuan,2012/09/21,49826,92271,85586,93480,75034,71759,86764,64979,64968,32330,55733,07533,3807,9485,2835,9762,014,54
NinhThuan,2012/09/14,59928,38375,39396,22300,23010,03539,30888,70895,84265,19333,32684,01143,1315,2023,8426,5169,117,98
NinhThuan,2012/09/07,03764,43323,81868,85421,64678,63638,88699,23079,33001,59035,34196,30805,4643,3182,9765,3672,453,04
NinhThuan,2012/08/31,35706,28187,28498,52511,53999,14569,53713,19327,91848,19395,84367,85627,3614,8659,8161,0498,890,29
NinhThuan,2012/08/24,58094,66518,87127,23327,19801,96684,80757,25289,41618,69061,00773,40214,8718,2748,3801,1691,318,81
NinhThuan,2012/08/17,69243,22468,09935,42890,14265,22435,44297,57450,92718,26413,11379,73026,3027,2744,2430,1142,907,51
NinhThuan,2012/08/10,65038,66505,84863,06028,55414,81618,69079,50889,71628,29794,88902,39517,3030,7070,2709,1700,643,13
NinhThuan,2012/08/03,21776,29412,09436,20639,15534,32037,08464,22305,53653,66817,08546,87182,1533,3972,2942,4195,517,66
NinhThuan,2012/07/27,95008,55079,20310,59895,61464,06448,91179,31893,98697,32165,86485,69524,5139,7272,9816,2773,678,00
NinhThuan,2012/07/20,34834,80690,80283,32266,15463,03817,15025,68569,02351,82025,76411,85170,3090,1184,9203,8745,675,00
NinhThuan,2012/07/13,54642,53869,74664,83374,11071,18974,29394,33343,52582,21412,38617,28238,0795,9514,6376,1903,794,02
NinhThuan,2012/07/06,72104,62467,82449,01054,57056,33733,37188,13015,14920,92009,04256,72224,1902,3039,4232,1920,873,58
NinhThuan,2012/06/29,70076,65916,00640,24872,59333,81896,51729,17021,21123,02299,32937,58386,6147,3481,8609,8109,541,07
NinhThuan,2012/06/22,51133,71691,08377,65605,30800,79847,28438,32714,98470,30937,77658,28511,3902,6702,6939,6524,759,40
NinhThuan,2012/06/15,91026,32400,39154,21798,05589,03053,23060,70545,13491,04075,91634,68911,9858,2968,9793,2174,379,10
NinhThuan,2012/06/08,89191,17120,19837,01574,89534,66285,68838,46624,34837,33911,46586,14144,2119,2746,8578,1668,589,49
NinhThuan,2012/06/02,03703,76602,34235,00519,31844,55857,11996,89353,30341,61941,91137,15905,7125,6897,6677,1895,267,06
NinhThuan,2012/06/01,03703,76602,34235,00519,31844,55857,11996,89353,30341,61941,91137,15905,7125,6897,6677,1895,267,06
NinhThuan,2012/05/25,72707,62647,35272,63314,88566,69855,90898,36033,50549,41393,98525,98747,7634,4320,5867,5662,704,60
NinhThuan,2012/05/18,25012,18653,82937,40021,09700,84852,14881,09311,81692,80343,41476,06036,7418,1948,4216,1822,480,85
NinhThuan,2012/05/11,24092,51464,53855,23313,58292,13703,48567,98100,35152,26408,61334,84269,0289,8456,8079,2753,565,07
NinhThuan,2012/05/04,55412,01421,81585,29596,95692,98147,59954,56721,87900,71160,51767,39140,9632,0052,1141,7401,904,51
NinhThuan,2012/04/27,30205,65995,52653,38848,86051,69031,46740,65209,48818,70396,16454,50799,3164,4728,0124,1233,109,97
NinhThuan,2012/04/20,98092,65558,01515,55633,65868,69892,03436,01303,52175,53751,11120,50370,8401,9369,3030,5498,304,78
NinhThuan,2012/04/13,40916,89786,15322,73045,47206,31445,16744,08246,58113,92355,06733,29579,6173,5826,3194,5256,903,99
NinhThuan,2012/04/06,28931,71334,60012,65303,42782,79369,05027,60275,10979,43407,89528,13007,1293,3282,1544,4414,483,20
NinhThuan,2012/03/30,21251,13167,24687,26230,18271,50198,05178,71173,29528,82266,82767,92919,4738,7992,4586,5831,743,33
NinhThuan,2012/03/23,16246,44492,59732,66975,20948,91640,00845,20434,09768,76058,40195,54549,6431,3932,1627,4313,031,31
NinhThuan,2012/03/16,55065,91762,99734,85413,98773,67939,87319,08714,30745,06662,91694,45454,0358,0889,1836,3701,741,73
NinhThuan,2012/03/09,72014,00508,95301,42021,72485,40041,51078,07782,09998,94475,59169,09048,7680,4584,4409,2523,993,70
NinhThuan,2012/03/02,34837,33082,97894,73169,46515,77112,00188,69244,58878,58743,24881,37790,7192,5703,7228,0543,593,48
NinhThuan,2012/02/24,29702,53743,34526,50129,66547,34269,91816,42935,46312,86641,81639,79832,4863,7428,6603,0259,939,46
NinhThuan,2012/02/21,67457,68345,85634,25892,76784,60724,39490,59537,35341,39920,75922,25139,3911,7244,3314,2488,425,47
NinhThuan,2012/02/17,67457,68345,85634,25892,76784,60724,39490,59537,35341,39920,75922,25139,3911,7244,3314,2488,425,47
NinhThuan,2012/02/10,20966,09973,19137,73619,94588,23369,04101,56715,37636,22215,57153,91066,7274,5411,5372,6884,239,89
NinhThuan,2012/02/03,62894,75810,77357,29364,86887,68988,55354,86994,78001,36211,63862,38315,3612,7597,5677,3162,746,96
NinhThuan,2012/01/27,96532,77826,59347,91929,56709,95402,29742,16652,57420,54484,59652,80361,8467,5842,0280,7254,534,24
NinhThuan,2012/01/20,29413,43422,64690,22152,56011,47564,08510,48419,13808,51835,18554,46803,0752,7528,4220,1714,969,21
NinhThuan,2012/01/13,27887,62606,85972,71298,94554,94494,18713,36135,43984,29014,87488,70633,3746,6986,3095,7891,495,10
NinhThuan,2012/01/06,84226,68942,47159,95740,50275,76166,34334,94186,49440,68108,51605,77434,6812,1987,1435,3507,733,92
NinhThuan,2011/12/30,00302,77173,98789,04610,93994,09767,69612,72234,91504,42783,22344,44675,0145,8293,0835,2845,274,36
NinhThuan,2011/12/23,07215,18452,22240,48018,69890,55258,95005,51353,53583,21269,22667,78434,0189,6429,6204,6325,681,42
NinhThuan,2011/12/16,29673,71936,21230,19934,92900,87776,69530,92072,38582,57336,58912,16082,0978,6023,7827,1275,370,87
NinhThuan,2011/12/09,79414,29030,88913,58393,66201,59645,13464,04131,91732,90490,64628,06904,8120,4196,9410,2244,493,23
NinhThuan,2011/12/02,19797,75366,62554,53317,48874,04391,57377,74947,08410,01909,73010,75701,8199,9245,3948,0454,567,99
NinhThuan,2011/11/25,89990,74173,20930,35599,67306,12589,98004,32225,51846,14654,53296,12943,2611,0615,6556,5056,030,88
NinhThuan,2011/11/18,13326,23640,49386,23995,91756,58219,08617,81142,18706,43946,39332,75202,5639,8231,6144,0125,011,04
NinhThuan,2011/11/11,02725,82999,87583,39429,75169,43232,48367,18908,20204,91465,30637,68324,7676,2346,6914,7935,196,13
NinhThuan,2011/11/04,18907,42371,89253,80774,18780,28638,80198,87402,82543,94622,71988,79846,4671,4787,4452,5836,529,34
NinhThuan,2011/10/28,84638,33319,50563,49842,43856,06736,87749,08407,54547,27869,26434,12783,9610,9561,8953,1608,486,00
NinhThuan,2011/10/21,62001,11347,74066,99472,68870,76978,32320,51496,20200,27551,48316,57675,7509,5995,3843,4405,594,18
NinhThuan,2011/10/15,86082,18172,09988,70640,75486,63048,16730,88328,12085,99319,19397,41487,4981,9905,8162,6136,378,14
NinhThuan,2011/10/14,86082,18172,09988,70640,75486,63048,16730,88328,12085,99319,19397,41487,4981,9905,8162,6136,378,14
NinhThuan,2011/10/07,68937,19903,33556,81579,41208,94193,34368,32358,38086,63900,58090,85913,3715,1080,1202,4085,534,02
NinhThuan,2011/09/30,43697,23592,16328,39747,30426,68655,58368,02437,03950,46232,08533,13620,5466,6525,7805,5216,738,37
NinhThuan,2011/09/23,91425,03006,99320,43651,81654,09599,58075,02835,77481,72915,53325,97992,9564,4040,4221,9003,337,45
NinhThuan,2011/09/16,23894,61970,33121,16113,21629,64689,42222,01910,57380,92087,13993,32521,4242,7906,4050,9467,271,76
NinhThuan,2011/09/09,59415,95543,18649,98573,88184,94446,12983,68925,12339,99089,12359,33430,7288,4744,6487,4098,978,23
NinhThuan,2011/09/02,52793,66755,79076,61657,02304,94809,68669,43484,84890,20477,11336,23369,6395,1963,7473,4929,171,85
NinhThuan,2011/08/26,85044,27494,61816,16776,99511,56922,13344,44319,93292,92476,24883,13683,5690,9770,3208,1239,456,05
NinhThuan,2011/08/19,73111,67408,92418,34638,15792,72113,53801,43765,93868,32932,98102,33389,7056,7377,6345,7021,964,38
NinhThuan,2011/08/12,51444,70736,99811,73427,38695,08057,19089,63999,76950,51205,80687,67096,2895,1785,9112,0321,277,14
NinhThuan,2011/08/05,30899,75016,94207,89923,56313,62516,71916,36336,30793,73950,65500,94665,5980,2713,8742,6398,900,32
NinhThuan,2011/07/29,83556,78328,59743,43886,23040,77868,55520,94554,90707,84512,95240,89076,3449,5978,5914,4802,344,16
NinhThuan,2011/07/22,02965,78249,50901,86405,00966,15442,48113,66924,99172,17095,66909,81316,6340,2761,4229,3453,707,72
NinhThuan,2011/07/15,68558,32587,45950,18594,96383,16125,47710,55937,34282,53886,29415,74098,6301,5719,6207,5840,897,73
NinhThuan,2011/07/08,05910,97262,38248,04741,12305,65179,15040,84510,93131,90478,00125,11322,4302,3293,6776,4749,859,43
