"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
KonTum,2018/01/28,230779,16126,19991,54619,88455,14111,82787,51212,30710,51903,73213,48805,6436,6447,9250,6111,463,91
KonTum,2018/01/21,597318,50220,86566,45728,24464,94670,29024,95696,04490,32559,51389,35611,5734,4771,1814,7519,805,71
KonTum,2018/01/14,797199,29647,06163,99848,22751,13137,10099,56036,67656,71340,28029,49140,4023,1440,7235,7096,014,28
KonTum,2018/01/07,524659,44134,82753,64355,82757,17794,68480,12889,94876,92960,70332,59170,7550,0914,2375,6873,254,74
KonTum,2017/12/31,606951,90168,90297,09168,99664,59640,63916,17345,49464,57840,06411,10468,8740,4979,6642,5728,029,19
KonTum,2017/12/24,897119,85468,86274,34656,95829,85677,79609,06109,33080,26326,98860,19061,3158,8526,8758,2745,117,72
KonTum,2017/12/17,868187,25345,93698,93588,32623,30887,22026,84511,36286,57927,28490,14460,1410,8062,3271,2769,920,14
KonTum,2017/12/10,186256,35871,77574,92098,11850,80375,17419,08272,37784,78249,13848,88835,9487,0730,4722,1258,920,16
KonTum,2017/12/03,347324,00861,13299,19498,63467,27477,21060,25765,39780,77181,03287,59743,7740,0334,3024,3373,731,86
KonTum,2017/11/26,860513,92890,72299,78538,69178,12764,70887,87286,66337,14241,20133,11933,7243,7698,9614,3149,240,99
KonTum,2017/11/19,471495,14444,70984,91776,53812,97861,36371,58448,38183,14342,61485,19808,3069,5276,5594,7194,503,85
KonTum,2017/11/12,211319,87820,56137,28829,70271,66953,63828,66459,11880,77919,30154,26573,8827,8344,7735,6561,999,03
KonTum,2017/11/05,751332,18582,04812,27131,82975,03117,76468,03589,54084,34964,83621,62933,7535,8910,9534,5199,112,46
KonTum,2017/10/29,192159,67776,03337,08710,86399,76644,44033,93877,97037,93793,80956,40331,3534,9177,4482,7592,910,19
KonTum,2017/10/22,616553,21100,64383,40317,28287,78317,69226,45899,04316,68473,74326,49606,7975,3692,3122,1131,527,65
KonTum,2017/10/15,166488,23022,69740,30556,17904,60657,35190,42079,45040,52470,87792,72931,7113,6302,0485,2733,277,37
KonTum,2017/10/08,713508,26522,41332,18520,51396,76877,89606,76379,63543,48811,17522,91490,3926,2517,5598,6118,216,93
KonTum,2017/10/01,089427,56488,29542,58021,37194,73476,18536,09578,01911,45026,07920,52578,2806,0766,9929,0597,563,50
KonTum,2017/09/24,856022,26020,86089,26782,51681,62232,16396,77992,78416,23659,12686,57390,7970,1326,6358,4014,237,46
KonTum,2017/09/17,092080,29439,00124,34866,34866,41354,40574,35087,39503,26425,34118,89001,4628,5028,7199,5420,995,44
KonTum,2017/09/10,001779,13107,24626,54517,74209,98628,12128,54192,38701,37499,51264,34932,4973,0977,0590,4326,002,90
