"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
CanTho,2018/08/08,102842,88342,04982,48420,10738,40220,33047,29806,00265,49310,04388,40706,0057,2645,8448,1052,806,08
CanTho,2018/08/01,392231,69467,18634,02228,18607,52740,10771,63586,58791,05631,59429,36545,4299,8091,2974,9981,492,26
CanTho,2018/07/25,852467,77308,17510,70190,43536,96394,33402,18482,90912,17870,90460,36586,6938,8126,4503,3492,772,11
CanTho,2018/07/18,015308,25599,93825,19173,33254,99097,68965,49104,44056,10421,54561,99455,1758,8793,2234,8237,028,64
CanTho,2018/07/11,992167,78524,99599,96009,66725,08744,55748,73087,88030,78276,01977,12428,5306,5461,3578,4741,796,68
CanTho,2018/07/04,800054,95453,25684,24311,06143,34688,84589,65843,16282,01952,63025,73940,7628,7319,6832,7400,142,83
CanTho,2018/06/27,775566,75786,39485,57099,62105,03181,28496,34976,41726,03208,55682,55858,6509,0138,9872,0131,209,40
CanTho,2018/06/20,618333,98104,74007,80216,74772,70463,36261,66132,35999,23052,62802,04739,8751,4299,7143,0882,498,70
CanTho,2018/06/13,822247,11129,19440,23581,67300,78510,74249,19683,62143,70875,12368,58422,4984,0069,3316,2475,461,46
CanTho,2018/06/06,030827,57142,13149,10978,71638,69170,75896,43992,40852,07264,55589,98025,5030,5185,0927,3883,519,47
CanTho,2018/05/30,167473,93596,35737,61182,01711,20745,43337,83306,45019,25140,46648,81118,5498,7177,9837,3440,039,75
CanTho,2018/05/23,811998,17878,29494,05749,97268,88757,83187,37175,86074,76987,30384,07811,3654,9867,9416,2625,482,29
CanTho,2018/05/16,815161,29596,06506,06110,91619,18672,39484,98138,31078,61683,76635,92603,5969,1768,2173,2902,544,40
CanTho,2018/05/09,978810,41128,72047,42119,11879,42042,68498,76740,60583,12670,69441,88093,0402,7628,0655,1867,253,45
CanTho,2018/04/25,460986,00097,99435,83966,68582,17172,37851,80809,80429,31885,07206,97647,1079,8854,9575,9189,365,76
CanTho,2018/04/18,221596,14863,39599,29559,53483,00155,63039,87860,96339,19907,68113,55114,9230,7651,4927,2977,353,21
CanTho,2018/04/11,068261,57976,46228,94871,16389,76648,36159,43917,97204,78271,74833,00465,8733,2486,7485,3143,530,18
CanTho,2018/04/04,551588,96610,33258,24716,11218,43099,67911,17385,77872,07369,03037,16890,3017,6827,4338,6093,553,96
CanTho,2018/03/28,044670,86378,82647,56048,60372,18275,93991,57365,88099,02076,92613,68492,7013,2772,8771,2104,747,37
CanTho,2018/03/21,901196,64038,65508,77846,57053,81619,92546,23435,42954,69689,07162,42232,0213,5451,4735,1590,395,76
CanTho,2018/03/14,156960,85719,76797,57953,19687,20174,21038,86954,32999,15785,56775,55598,2915,3422,5413,3650,477,67
CanTho,2018/03/07,258574,52185,70310,67099,16031,72934,55947,76361,98883,81730,29699,37037,8345,5422,2798,5451,927,74
CanTho,2018/02/28,978077,86851,66516,31204,88865,98592,20732,47741,93273,84596,94895,37808,6895,8628,7998,9632,861,25
CanTho,2018/02/21,800865,39888,99222,47003,09709,06045,81871,28422,96183,94120,57381,78553,8217,7673,4292,3026,663,02
CanTho,2018/02/14,576674,43699,54192,94383,93883,21008,72607,92451,92957,37133,02413,73245,8390,7025,3776,5215,164,22
CanTho,2018/02/07,555999,12777,32201,95246,35253,48361,59804,21093,43414,02269,15059,11474,4787,8921,1688,5206,164,30
CanTho,2018/01/31,455735,92733,50842,41021,16147,51922,83778,13864,27791,00200,95211,06364,1552,2640,7150,5773,716,19
CanTho,2018/01/24,225907,63285,60969,40210,94956,33304,53943,81441,99090,03843,69799,10318,8221,0033,0358,1977,332,99
CanTho,2018/01/17,750107,08048,49462,91311,06066,07647,51406,76004,11323,58570,85218,72463,1906,6523,0613,0598,167,11
CanTho,2018/01/10,734863,49499,53787,92539,71408,68408,15827,32672,68540,72606,47452,29489,3208,3375,6241,5472,978,76
CanTho,2018/01/03,385965,66656,68951,91125,82677,03694,50178,74314,17896,74744,73655,07710,6343,1940,5552,3781,039,83
CanTho,2017/12/27,081208,53518,13266,71387,06093,93300,84705,07534,70534,36160,23367,60432,9582,0203,9196,2198,383,24
CanTho,2017/12/20,946709,54827,42062,44958,96348,79065,39177,43144,89424,45292,76388,34605,3621,1500,8158,3742,170,90
CanTho,2017/12/13,331302,53857,12948,08235,53341,70240,19306,91261,34335,63549,02870,30156,2095,0464,6282,0461,117,68
CanTho,2017/12/06,425665,10587,71258,45631,49027,30267,34784,17203,84709,69947,15698,32525,3103,3098,9167,1188,461,77
CanTho,2017/11/29,439206,48332,79582,58045,89706,99167,37577,40484,60252,82337,51202,89218,4169,3348,0298,1687,774,00
CanTho,2017/11/22,088112,49987,70545,48594,61258,67971,97005,72771,98608,54395,88903,29158,0478,4910,6137,2731,934,24
CanTho,2017/11/15,299397,51917,69655,90213,82336,99521,35990,03730,43491,44210,05791,13431,7736,1702,1645,9876,292,49
CanTho,2017/11/08,371512,46160,68389,79336,40936,20798,36561,24272,59110,28142,95259,02470,9448,2552,9590,2691,492,10
CanTho,2017/11/01,412319,74091,91044,37739,58717,19204,43951,83174,53193,82605,58393,78232,3938,4905,9093,3175,895,44
CanTho,2017/10/25,112973,93594,34556,26650,42617,61580,28263,32058,53248,59987,57283,00063,2243,0058,4463,4160,535,49
CanTho,2017/10/18,129573,10624,73615,68195,34823,83718,90125,59524,93037,06391,22280,73580,5276,2381,2195,8098,006,09
CanTho,2017/10/11,759583,96987,49688,68339,73157,08991,81383,18420,00551,50898,10448,70094,5734,0361,8065,2250,055,85
CanTho,2017/10/04,948381,26265,89049,83797,75530,42225,39000,56274,94295,71598,03419,51388,6565,0474,2483,8602,888,18
CanTho,2017/09/27,939624,25883,96093,10504,83578,96987,96374,25835,80663,78211,56431,41692,7328,6147,5775,6457,714,50
CanTho,2017/09/20,542208,36669,95393,91685,34130,68622,05405,76316,50883,07482,02911,48178,1377,9328,0743,5494,543,44
CanTho,2017/09/13,004066,04435,37559,33953,69334,86287,17720,16444,21087,20299,87906,50031,2549,7674,5183,0738,613,31
CanTho,2017/09/06,878979,34684,06797,67315,95561,60722,82614,80566,77638,12311,57534,11791,1361,0838,4817,6318,957,81
CanTho,2017/08/30,479819,03336,34136,96518,03599,99533,33074,86394,20257,08079,29977,11310,1895,2603,0509,1714,633,84
CanTho,2017/08/23,968627,48391,71598,49625,71112,68801,56299,61873,28255,01395,70964,99843,7167,9283,4707,2455,073,52
CanTho,2017/08/16,529535,71442,18465,52873,15124,48436,30034,23439,87801,06256,09042,04821,6043,4038,2387,4112,564,26
CanTho,2017/08/09,980015,67708,08617,18719,99193,94655,93698,76009,79244,32846,90805,37962,6313,5582,6757,2584,440,49
CanTho,2017/08/02,317407,52710,48163,19995,62682,65636,87376,03516,45129,53808,04442,44882,4836,4447,0257,7800,651,47
CanTho,2017/07/26,895314,32660,31937,32123,86668,06043,86688,99980,48290,81131,56579,23486,6750,0728,5137,3980,836,70
CanTho,2017/07/12,955637,76710,21669,44100,61529,03135,87441,89927,97573,31377,48685,87000,0535,0920,0897,1320,564,17
CanTho,2017/07/05,116953,87270,27180,16124,96480,57940,06360,05500,70647,27488,07023,05877,1047,9752,6970,0382,243,67
CanTho,2017/06/28,788508,05430,02263,90691,86749,54320,83331,60896,61340,04408,66607,89102,0990,9122,5314,0745,670,40
CanTho,2017/06/21,389346,68431,43721,26329,34713,45149,99394,07568,05417,15467,77071,77638,1185,3539,6690,1543,276,83
CanTho,2017/06/14,699213,91639,84448,18284,55603,07352,19537,11063,30451,73804,84597,03309,6875,5379,6173,7276,281,07
CanTho,2017/06/07,262587,10702,11478,05323,92041,53627,74469,38955,71938,19901,13034,02008,6260,4963,3580,8427,093,82
CanTho,2017/05/31,195781,61288,90086,77656,81034,60849,51849,91296,68226,29226,42521,45248,0185,0125,0933,5943,467,92
CanTho,2017/05/24,618919,27281,35677,35350,82302,17384,77712,62195,23354,86475,07703,99978,9018,4923,2754,1845,270,76
CanTho,2017/05/17,004235,12336,30545,18005,69672,61215,10057,00301,71370,15604,32233,32984,6205,4915,0161,3882,540,77
CanTho,2017/05/10,555165,14231,35936,70638,48103,54889,44030,33980,98679,22514,03045,37974,0982,9316,5163,3252,629,77
CanTho,2017/05/03,819845,87761,57664,69218,63864,69203,82881,23840,50845,01058,70769,84866,9013,3471,0388,5278,813,57
CanTho,2017/04/26,242615,71173,01831,19576,55063,62281,32175,02582,65703,44111,43307,72040,2285,4561,2172,6213,631,62
CanTho,2017/04/12,785676,67062,22081,59999,89107,98140,29543,48758,15119,86532,55510,52777,0380,8811,2157,6967,156,64
CanTho,2017/04/05,702863,40732,59084,55149,39348,48157,00409,87416,73532,53079,95797,97688,7272,4533,8710,0792,387,78
